# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	LANGUAGE_FAMILY	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
14265	NorthernHamgyong	dig (v.)	pha-	pha-	pʰ a	Koreanic	1608	1608	1 7	AX	PA	64	64.P.C 64.A.V	2.0 1.5	pʰa	0
14266	NorthernJeolla	dig (v.)	pha-	pha-	pʰ a	Koreanic	1608	1608	1 7	AX	PA	65	65.P.C 65.A.V	2.0 1.5	pʰa	0
14267	NorthernPyongan	dig (v.)	pha-	pha-	pʰ a	Koreanic	1608	1608	1 7	AX	PA	66	66.P.C 66.A.V	2.0 1.5	pʰa	0
14268	SouthernChungcheong	dig (v.)	pha-	pha-	pʰ a	Koreanic	1608	1608	1 7	AX	PA	80	80.P.C 80.A.V	2.0 1.5	pʰa	0
14269	SouthernGyeongsang	dig (v.)	pha-	pha-	pʰ a	Koreanic	1608	1608	1 7	AX	PA	83	83.P.C 83.A.V	2.0 1.5	pʰa	0
14270	SouthernHamgyong	dig (v.)	pha-	pha-	pʰ a	Koreanic	1608	1608	1 7	AX	PA	84	84.P.C 84.A.V	2.0 1.5	pʰa	0
14271	SouthernJeolla	dig (v.)	pha-	pha-	pʰ a	Koreanic	1608	1608	1 7	AX	PA	85	85.P.C 85.A.V	2.0 1.5	pʰa	0
14272	SouthernPyongan	dig (v.)	pha-	pha-	pʰ a	Koreanic	1608	1608	1 7	AX	PA	86	86.P.C 86.A.V	2.0 1.5	pʰa	0
14273	Hezhe	dig (v.)	fətə-	fətə-	f ə t ə	Tungusic	1609	1609	3 7 1 7	AXBZ	BETE	23	23.B.C 23.E.V 23.T.C 23.E.V	2.0 1.5 1.75 0.8	fətə	0
14274	KurUrmi	dig (v.)	fətə-	fətə-	f ə t ə	Tungusic	1609	1609	3 7 1 7	AXBZ	BETE	46	46.B.C 46.E.V 46.T.C 46.E.V	2.0 1.5 1.75 0.8	fətə	0
14275	Manchu	dig (v.)	fətə-	fətə-	f ə t ə	Tungusic	1609	1609	3 7 1 7	AXBZ	BETE	48	48.B.C 48.E.V 48.T.C 48.E.V	2.0 1.5 1.75 0.8	fətə	0
14276	NanaiBikin	dig (v.)	fətə-	fətə-	f ə t ə	Tungusic	1609	1609	3 7 1 7	AXBZ	BETE	55	55.B.C 55.E.V 55.T.C 55.E.V	2.0 1.5 1.75 0.8	fətə	0
14277	Xibe	dig (v.)	fətə-	fətə-	f ə t ə	Tungusic	1609	1609	3 7 1 7	AXBZ	BETE	97	97.B.C 97.E.V 97.T.C 97.E.V	2.0 1.5 1.75 0.8	fətə	0
14278	Even	dig (v.)	ul-	ul-	u l	Tungusic	1610	1610	7 5	XN	YL	16	16.Y.V 16.L.c	1.5 0.8	ul	0
14279	EvenkiKamnigan	dig (v.)	ulə-	ulə-	u l ə	Tungusic	1610	1610	7 5 7	XBZ	YLE	17	17.Y.V 17.L.C 17.E.V	1.5 1.75 0.8	ulə	0
14280	NanaiMiddleAmur	dig (v.)	hulə-	hulə-	h u l ə	Tungusic	1610	1610	3 7 5 7	AXBZ	HYLE	56	56.H.C 56.Y.V 56.L.C 56.E.V	2.0 1.5 1.75 0.8	hulə	0
14281	Negidal	dig (v.)	ulọː- ~ uləː-	ulọː-	u l ọː/oː	Tungusic	1610	1610	7 5 7	XBZ	YLU	57	57.Y.V 57.L.C 57.U.V	1.5 1.75 0.8	ulọː/oː	0
14282	NorthernEvenkiTura	dig (v.)	ulè-	ulè-	u l è/e	Tungusic	1610	1610	7 5 7	XBZ	YLE	61	61.Y.V 61.L.C 61.E.V	1.5 1.75 0.8	ulè/e	0
14283	Oroch	dig (v.)	uləiwi-	uləiwi-	u l əi w i	Tungusic	1610	1610	7 5 7 6 7	XBYBZ	YLEWI	72	72.Y.V 72.L.C 72.E.V 72.W.C 72.I.V	1.5 1.75 1.3 1.75 0.8	uləiwi	0
14284	Orok	dig (v.)	hulə-	hulə-	h u l ə	Tungusic	1610	1610	3 7 5 7	AXBZ	HYLE	73	73.H.C 73.Y.V 73.L.C 73.E.V	2.0 1.5 1.75 0.8	hulə	0
14285	Oroqen	dig (v.)	uləː-	uləː-	u l əː	Tungusic	1610	1610	7 5 7	XBZ	YLE	74	74.Y.V 74.L.C 74.E.V	1.5 1.75 0.8	uləː	1
14286	SouthernEvenkiChiringda	dig (v.)	ulə-	ulə-	u l ə	Tungusic	1610	1610	7 5 7	XBZ	YLE	81	81.Y.V 81.L.C 81.E.V	1.5 1.75 0.8	ulə	0
14287	StonyEvenkiPTPodkamennayaTunguska	dig (v.)	uləː-	uləː-	u l əː	Tungusic	1610	1610	7 5 7	XBZ	YLE	87	87.Y.V 87.L.C 87.E.V	1.5 1.75 0.8	uləː	0
14288	Udihe	dig (v.)	ulə-	ulə-	u l ə	Tungusic	1610	1610	7 5 7	XBZ	YLE	92	92.Y.V 92.L.C 92.E.V	1.5 1.75 0.8	ulə	1
14289	Ulcha	dig (v.)	hulə-	hulə-	h u l ə	Tungusic	1610	1610	3 7 5 7	AXBZ	HYLE	93	93.H.C 93.Y.V 93.L.C 93.E.V	2.0 1.5 1.75 0.8	hulə	0
14290	Baoan	dig (v.)	mantal	mantal	m a n t a l	Mongolic	1611	1611	4 7 4 1 7 5	AXMBYN	MANTAL	5	5.M.C 5.A.V 5.N.c 5.T.C 5.A.V 5.L.c	2.0 1.5 1.1 1.75 1.3 0.8	mantal	0
14291	Buriat	dig (v.)	malta-	malta-	m a l t a	Mongolic	1611	1611	4 7 5 1 7	AXMBZ	MALTA	8	8.M.C 8.A.V 8.L.c 8.T.C 8.A.V	2.0 1.5 1.1 1.75 0.8	malta	0
14292	Dagur	dig (v.)	malte-	malte-	m a l t e	Mongolic	1611	1611	4 7 5 1 7	AXMBZ	MALTE	12	12.M.C 12.A.V 12.L.c 12.T.C 12.E.V	2.0 1.5 1.1 1.75 0.8	malte	0
14293	Dongxian	dig (v.)	manta	manta	m a n t a	Mongolic	1611	1611	4 7 4 1 7	AXMBZ	MANTA	14	14.M.C 14.A.V 14.N.c 14.T.C 14.A.V	2.0 1.5 1.1 1.75 0.8	manta	0
14294	Huzhu	dig (v.)	manta	manta	m a n t a	Mongolic	1611	1611	4 7 4 1 7	AXMBZ	MANTA	24	24.M.C 24.A.V 24.N.c 24.T.C 24.A.V	2.0 1.5 1.1 1.75 0.8	manta	0
14295	Kalmyck	dig (v.)	malt-	malt-	m a l t	Mongolic	1611	1611	4 7 5 1	AXLN	MALT	30	30.M.C 30.A.V 30.L.c 30.T.c	2.0 1.5 1.1 0.8	malt	0
14296	Kamnigan	dig (v.)	malta-	malta-	m a l t a	Mongolic	1611	1611	4 7 5 1 7	AXMBZ	MALTA	31	31.M.C 31.A.V 31.L.c 31.T.C 31.A.V	2.0 1.5 1.1 1.75 0.8	malta	0
14297	Kangjia	dig (v.)	manta	manta	m a n t a	Mongolic	1611	1611	4 7 4 1 7	AXMBZ	MANTA	32	32.M.C 32.A.V 32.N.c 32.T.C 32.A.V	2.0 1.5 1.1 1.75 0.8	manta	0
14298	Khalkha	dig (v.)	malta-	malta-	m a l t a	Mongolic	1611	1611	4 7 5 1 7	AXMBZ	MALTA	40	40.M.C 40.A.V 40.L.c 40.T.C 40.A.V	2.0 1.5 1.1 1.75 0.8	malta	0
14299	MiddleMongolianSecretHistory	dig (v.)	malta-	malta-	m a l t a	Mongolic	1611	1611	4 7 5 1 7	AXMBZ	MALTA	51	51.M.C 51.A.V 51.L.c 51.T.C 51.A.V	2.0 1.5 1.1 1.75 0.8	malta	0
14300	Minhe	dig (v.)	manta	manta	m a n t a	Mongolic	1611	1611	4 7 4 1 7	AXMBZ	MANTA	52	52.M.C 52.A.V 52.N.c 52.T.C 52.A.V	2.0 1.5 1.1 1.75 0.8	manta	0
14301	Oirat	dig (v.)	malta-	malta-	m a l t a	Mongolic	1611	1611	4 7 5 1 7	AXMBZ	MALTA	67	67.M.C 67.A.V 67.L.c 67.T.C 67.A.V	2.0 1.5 1.1 1.75 0.8	malta	0
14302	ShiraYughur	dig (v.)	malta	malta	m a l t a	Mongolic	1611	1611	4 7 5 1 7	AXMBZ	MALTA	76	76.M.C 76.A.V 76.L.c 76.T.C 76.A.V	2.0 1.5 1.1 1.75 0.8	malta	0
14303	Solon	dig (v.)	malta-	malta-	m a l t a	Tungusic	1611	1611	4 7 5 1 7	AXMBZ	MALTA	78	78.M.C 78.A.V 78.L.c 78.T.C 78.A.V	2.0 1.5 1.1 1.75 0.8	malta	0
14304	Japanese	dig (v.)	ugat-	ugat-	u g a t	Japonic	1612	1612	7 1 7 1	XBYN	YKAT	26	26.Y.V 26.K.C 26.A.V 26.T.c	1.5 1.75 1.3 0.8	ugat	0
14305	Kamnigan	dig (v.)	uxu-	uxu-	u x u	Mongolic	1612	1612	7 3 7	XBZ	YGY	31	31.Y.V 31.G.C 31.Y.V	1.5 1.75 0.8	uxu	0
14306	MiddleMongolianMuqaddimataladab	dig (v.)	uqu-	uqu-	u q u	Mongolic	1612	1612	7 1 7	XBZ	YKY	50	50.Y.V 50.K.C 50.Y.V	1.5 1.75 0.8	uqu	0
14307	OldJapanese	dig (v.)	ukat-	ukat-	u k a t	Japonic	1612	1612	7 1 7 1	XBYN	YKAT	70	70.Y.V 70.K.C 70.A.V 70.T.c	1.5 1.75 1.3 0.8	ukat	0
14308	Azeri	dig (v.)	ġazï	ġazï	ɢ a z ï/ɨ	Turkic	1613	1613	1 7 3 7	AXBZ	KASI	4	4.K.C 4.A.V 4.S.C 4.I.V	2.0 1.5 1.75 0.8	ɢazï/ɨ	0
14309	BarabaTatar	dig (v.)	ḳas-	ḳas-	ḳ/q a s	Turkic	1613	1613	1 7 3	AXN	KAS	6	6.K.C 6.A.V 6.S.c	2.0 1.5 0.8	ḳ/qas	0
14310	Bashkir	dig (v.)	ḳaδ(ï)	ḳaδ	ḳ/q a δ/ð	Turkic	1613	1613	1 7 3	AXN	KAD	7	7.K.C 7.A.V 7.D.c	2.0 1.5 0.8	ḳ/qaδ/ð	0
14311	CodexCumanicus	dig (v.)	cas-	cas-	c/ts a s	Turkic	1613	1613	2 7 3	AXN	CAS	10	10.C.C 10.A.V 10.S.c	2.0 1.5 0.8	c/tsas	0
14312	CrimeanTatar	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	11	11.K.C 11.A.V 11.S.c	2.0 1.5 0.8	ḳ/qaz	0
14313	Dolgan	dig (v.)	kas	kas	k a s	Turkic	1613	1613	1 7 3	AXN	KAS	13	13.K.C 13.A.V 13.S.c	2.0 1.5 0.8	kas	0
14314	Gagauz	dig (v.)	kaz	kaz	k a z	Turkic	1613	1613	1 7 3	AXN	KAS	19	19.K.C 19.A.V 19.S.c	2.0 1.5 0.8	kaz	0
14315	KarachayBalkar	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	33	33.K.C 33.A.V 33.S.c	2.0 1.5 0.8	ḳ/qaz	0
14316	Karaim	dig (v.)	kaz	kaz	k a z	Turkic	1613	1613	1 7 3	AXN	KAS	34	34.K.C 34.A.V 34.S.c	2.0 1.5 0.8	kaz	0
14317	KaraKalpak	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	35	35.K.C 35.A.V 35.S.c	2.0 1.5 0.8	ḳ/qaz	0
14318	Kazakh	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	36	36.K.C 36.A.V 36.S.c	2.0 1.5 0.8	ḳ/qaz	0
14319	KazanTatar	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	37	37.K.C 37.A.V 37.S.c	2.0 1.5 0.8	ḳ/qaz	0
14320	Khakas	dig (v.)	χas	χas	χ a s	Turkic	1613	1613	3 7 3	AXN	GAS	38	38.G.C 38.A.V 38.S.c	2.0 1.5 0.8	χas	0
14321	Khalaj	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	39	39.K.C 39.A.V 39.S.c	2.0 1.5 0.8	ḳ/qaz	0
14322	Kirghiz	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	41	41.K.C 41.A.V 41.S.c	2.0 1.5 0.8	ḳ/qaz	0
14323	Kumyk	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	45	45.K.C 45.A.V 45.S.c	2.0 1.5 0.8	ḳ/qaz	0
14324	MiddleChulym	dig (v.)	ḳas	ḳas	ḳ/q a s	Turkic	1613	1613	1 7 3	AXN	KAS	49	49.K.C 49.A.V 49.S.c	2.0 1.5 0.8	ḳ/qas	0
14325	Nogai	dig (v.)	ḳazï	ḳazï	ḳ/q a z ï/ɨ	Turkic	1613	1613	1 7 3 7	AXBZ	KASI	58	58.K.C 58.A.V 58.S.C 58.I.V	2.0 1.5 1.75 0.8	ḳ/qazï/ɨ	0
14326	NorthAltai	dig (v.)	ḳas-	ḳas-	ḳ/q a s	Turkic	1613	1613	1 7 3	AXN	KAS	59	59.K.C 59.A.V 59.S.c	2.0 1.5 0.8	ḳ/qas	0
14327	OldTurkic	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	71	71.K.C 71.A.V 71.S.c	2.0 1.5 0.8	ḳ/qaz	0
14328	Salar	dig (v.)	ḳazï	ḳazï	ḳ/q a z ï/ɨ	Turkic	1613	1613	1 7 3 7	AXBZ	KASI	75	75.K.C 75.A.V 75.S.C 75.I.V	2.0 1.5 1.75 0.8	ḳ/qazï/ɨ	0
14329	Shor	dig (v.)	ḳas	ḳas	ḳ/q a s	Turkic	1613	1613	1 7 3	AXN	KAS	77	77.K.C 77.A.V 77.S.c	2.0 1.5 0.8	ḳ/qas	0
14330	SouthAltai	dig (v.)	ḳas	ḳas	ḳ/q a s	Turkic	1613	1613	1 7 3	AXN	KAS	79	79.K.C 79.A.V 79.S.c	2.0 1.5 0.8	ḳ/qas	0
14331	Tofa	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	88	88.K.C 88.A.V 88.S.c	2.0 1.5 0.8	ḳ/qaz	0
14332	Turkish	dig (v.)	kaz	kaz	k a z	Turkic	1613	1613	1 7 3	AXN	KAS	89	89.K.C 89.A.V 89.S.c	2.0 1.5 0.8	kaz	0
14333	Turkmen	dig (v.)	ġaz	ġaz	ɢ a z	Turkic	1613	1613	1 7 3	AXN	KAS	90	90.K.C 90.A.V 90.S.c	2.0 1.5 0.8	ɢaz	0
14334	Tuvan	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	91	91.K.C 91.A.V 91.S.c	2.0 1.5 0.8	ḳ/qaz	0
14335	Uyghur	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	94	94.K.C 94.A.V 94.S.c	2.0 1.5 0.8	ḳ/qaz	0
14336	Uzbek	dig (v.)	ḳazi	ḳazi	ḳ/q a z i	Turkic	1613	1613	1 7 3 7	AXBZ	KASI	95	95.K.C 95.A.V 95.S.C 95.I.V	2.0 1.5 1.75 0.8	ḳ/qazi	0
14337	WestYugur	dig (v.)	ḳaz	ḳaz	ḳ/q a z	Turkic	1613	1613	1 7 3	AXN	KAS	96	96.K.C 96.A.V 96.S.c	2.0 1.5 0.8	ḳ/qaz	0
14338	Yakut	dig (v.)	χas	χas	χ a s	Turkic	1613	1613	3 7 3	AXN	GAS	100	100.G.C 100.A.V 100.S.c	2.0 1.5 0.8	χas	0
14339	Chuvash	dig (v.)	čav	čav	č/tʃ a v	Turkic	1614	1614	1 7 3	AXN	TAB	9	9.T.C 9.A.V 9.B.c	2.0 1.5 0.8	č/tʃav	0
#
20800	AmamiYoron	dirty	pitaroosjaɴ	pitaroosjaɴ	p i t a r oː s j a ɴ	Japonic	2425	2425	1 7 1 7 5 7 3 6 7 4	AXBYBYBCYN	PITARUSJAN	3	3.P.C 3.I.V 3.T.C 3.A.V 3.R.C 3.U.V 3.S.C 3.J.C 3.A.V 3.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 1.3 0.8	pitaroːsjaɴ	0
20801	Fukuoka	dirty	urameɕika	urameɕika	u r a m e ɕ i k a	Japonic	2425	2425	7 5 7 4 7 3 7 1 7	XBYBYBYBZ	YRAMESIKA	18	18.Y.V 18.R.C 18.A.V 18.M.C 18.E.V 18.S.C 18.I.V 18.K.C 18.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	urameɕika	0
20802	OkinawaShuri	dirty	hagoosaɴ	hagoosaɴ	h a g oː s a ɴ	Japonic	2425	2425	3 7 1 7 3 7 4	AXBYBYN	HAKUSAN	68	68.H.C 68.A.V 68.K.C 68.U.V 68.S.C 68.A.V 68.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hagoːsaɴ	0
20803	OkinawaYonamine	dirty	pagooseɴ ~ pugooseɴ ~ pogooseɴ	pagooseɴ	p a g oː s e ɴ	Japonic	2425	2425	1 7 1 7 3 7 4	AXBYBYN	PAKUSEN	69	69.P.C 69.A.V 69.K.C 69.U.V 69.S.C 69.E.V 69.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	pagoːseɴ	0
20804	Hachijo	dirty	ki̥tanakja	ki̥tanakja	k i̥/i t a n a k j a	Japonic	2426	2426	1 7 1 7 4 7 1 6 7	AXBYBYBCZ	KITANAKJA	22	22.K.C 22.I.V 22.T.C 22.A.V 22.N.C 22.A.V 22.K.C 22.J.C 22.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 0.8	ki̥/itanakja	0
20805	Japanese	dirty	kitana-i	kitana-i	k i t a n a + i	Japonic	2426	2426	1 7 1 7 4 7 9 7	AXBYBZ_X	KITANA_I	26	26.K.C 26.I.V 26.T.C 26.A.V 26.N.C 26.A.V 26._._ 26.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 1.5	kitana+i	0
20806	Kagoshima	dirty	kissanaka ~ kissane	kissanaka	k i sː a n a k a	Japonic	2426	2426	1 7 3 7 4 7 1 7	AXBYBYBZ	KISANAKA	29	29.K.C 29.I.V 29.S.C 29.A.V 29.N.C 29.A.V 29.K.C 29.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kisːanaka	0
20807	Koshikiislands	dirty	ki̥sanaka	ki̥sanaka	k i̥/i s a n a k a	Japonic	2426	2426	1 7 3 7 4 7 1 7	AXBYBYBZ	KISANAKA	43	43.K.C 43.I.V 43.S.C 43.A.V 43.N.C 43.A.V 43.K.C 43.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ki̥/isanaka	0
20808	Kumamoto	dirty	ki̥tanaka	ki̥tanaka	k i̥/i t a n a k a	Japonic	2426	2426	1 7 1 7 4 7 1 7	AXBYBYBZ	KITANAKA	44	44.K.C 44.I.V 44.T.C 44.A.V 44.N.C 44.A.V 44.K.C 44.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ki̥/itanaka	0
20809	OldJapanese	dirty	kitana-si	kitana-si	k i t a n a + s i	Japonic	2426	2426	1 7 1 7 4 7 9 3 7	AXBYBZ_AX	KITANA_SI	70	70.K.C 70.I.V 70.T.C 70.A.V 70.N.C 70.A.V 70._._ 70.S.C 70.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	kitana+si	0
20810	YaeyamaIshigaki	dirty	kïtanisjaaɴ	kïtanisjaaɴ	k ï/ɨ t a n i s j aː ɴ	Japonic	2426	2426	1 7 1 7 4 7 3 6 7 4	AXBYBYBCYN	KITANISJAN	99	99.K.C 99.I.V 99.T.C 99.A.V 99.N.C 99.I.V 99.S.C 99.J.C 99.A.V 99.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 1.3 0.8	kï/ɨtanisjaːɴ	0
20811	AmamiAsama	dirty	janaɴgëëhaɴ	janaɴgëëhaɴ	j a n a ɴ g ëë/əː h a ɴ	Japonic	2427	2427	6 7 4 7 4 1 7 3 7 4	AXBYMBYBYN	JANANKEHAN	1	1.J.C 1.A.V 1.N.C 1.A.V 1.N.c 1.K.C 1.E.V 1.H.C 1.A.V 1.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 0.8	janaɴgëë/əːhaɴ	0
20812	AmamiYamatohama	dirty	janagesari	janagesari	j a n a g e s a r i	Japonic	2427	2427	6 7 4 7 1 7 3 7 5 7	AXBYBYBYBZ	JANAKESARI	2	2.J.C 2.A.V 2.N.C 2.A.V 2.K.C 2.E.V 2.S.C 2.A.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	janagesari	0
20813	MiyakoIrabu	dirty	ssjanham	ssjanham	sː j a n h a m	Japonic	2427	2427	3 6 7 4 3 7 4	ACXMBYN	SJANHAM	53	53.S.C 53.J.C 53.A.V 53.N.c 53.H.C 53.A.V 53.M.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	sːjanham	0
20814	YaeyamaHatoma	dirty	janijaɴ	janijaɴ	j a n i j a ɴ	Japonic	2427	2427	6 7 4 7 6 7 4	AXBYBYN	JANIJAN	98	98.J.C 98.A.V 98.N.C 98.I.V 98.J.C 98.A.V 98.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	janijaɴ	0
20815	YaeyamaIshigaki	dirty	janissjaaɴ	janissjaaɴ	j a n i sː j aː ɴ	Japonic	2427	2427	6 7 4 7 3 6 7 4	AXBYBCYN	JANISJAN	99	99.J.C 99.A.V 99.N.C 99.I.V 99.S.C 99.J.C 99.A.V 99.N.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	janisːjaːɴ	0
20816	Yonaguni	dirty	dînan	dînan	d î/i n a n	Japonic	2427	2427	1 7 4 7 4	AXBYN	TINAN	101	101.T.C 101.I.V 101.N.C 101.A.V 101.N.c	2.0 1.5 1.75 1.3 0.8	dî/inan	0
20817	SouthernGyeongsang	dirty	sswuksswukha-	sswuksswukha-	ss/sː w u k ss/sː w u kʰ a	Koreanic	2428	2428	3 6 7 1 3 6 7 1 7	ACXBCCYBZ	SWYKSWYKA	83	83.S.C 83.W.C 83.Y.V 83.K.C 83.S.C 83.W.C 83.Y.V 83.K.C 83.A.V	2.0 1.5 1.5 1.75 1.5 1.5 1.3 1.75 0.8	ss/sːwukss/sːwukʰa	0
20818	Jeju	dirty	chwucepha-	chwucepha-	ch/x w u c/ts e pʰ a	Koreanic	2429	2429	3 6 7 2 7 1 7	ACXBYBZ	GWYCEPA	27	27.G.C 27.W.C 27.Y.V 27.C.C 27.E.V 27.P.C 27.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	ch/xwuc/tsepʰa	0
20819	NorthernGyeongsang	dirty	chwucepha-	chwucepha-	ch/x w u c/ts e pʰ a	Koreanic	2429	2429	3 6 7 2 7 1 7	ACXBYBZ	GWYCEPA	63	63.G.C 63.W.C 63.Y.V 63.C.C 63.E.V 63.P.C 63.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	ch/xwuc/tsepʰa	0
20820	SouthernJeolla	dirty	cicepwunha-	cicepwunha-	c/ts i c/ts e p w u n h a	Koreanic	2429	2429	2 7 2 7 1 6 7 4 3 7	AXBYBCYMBZ	CICEPWYNHA	85	85.C.C 85.I.V 85.C.C 85.E.V 85.P.C 85.W.C 85.Y.V 85.N.c 85.H.C 85.A.V	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.1 1.75 0.8	c/tsic/tsepwunha	0
20821	Gangwon	dirty	tilep-	tilep-	t i l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TILEP	20	20.T.C 20.I.V 20.L.C 20.E.V 20.P.c	2.0 1.5 1.75 1.3 0.8	tilep	0
20822	Gyeonggi	dirty	telep-	telep-	t e l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TELEP	21	21.T.C 21.E.V 21.L.C 21.E.V 21.P.c	2.0 1.5 1.75 1.3 0.8	telep	0
20823	Korean	dirty	telep-	telep-	t e l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TELEP	42	42.T.C 42.E.V 42.L.C 42.E.V 42.P.c	2.0 1.5 1.75 1.3 0.8	telep	0
20824	LateMiddleKorean	dirty	telep-	telep-	t e l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TELEP	47	47.T.C 47.E.V 47.L.C 47.E.V 47.P.c	2.0 1.5 1.75 1.3 0.8	telep	0
20825	NorthernChungcheong	dirty	tilep-	tilep-	t i l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TILEP	60	60.T.C 60.I.V 60.L.C 60.E.V 60.P.c	2.0 1.5 1.75 1.3 0.8	tilep	0
20826	NorthernHamgyong	dirty	telep-	telep-	t e l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TELEP	64	64.T.C 64.E.V 64.L.C 64.E.V 64.P.c	2.0 1.5 1.75 1.3 0.8	telep	0
20827	NorthernJeolla	dirty	tulep-	tulep-	t u l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TYLEP	65	65.T.C 65.Y.V 65.L.C 65.E.V 65.P.c	2.0 1.5 1.75 1.3 0.8	tulep	0
20828	SouthernChungcheong	dirty	tilep-	tilep-	t i l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TILEP	80	80.T.C 80.I.V 80.L.C 80.E.V 80.P.c	2.0 1.5 1.75 1.3 0.8	tilep	0
20829	SouthernHamgyong	dirty	telep-	telep-	t e l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TELEP	84	84.T.C 84.E.V 84.L.C 84.E.V 84.P.c	2.0 1.5 1.75 1.3 0.8	telep	0
20830	SouthernPyongan	dirty	telep-	telep-	t e l e p	Koreanic	2430	2430	1 7 5 7 1	AXBYN	TELEP	86	86.T.C 86.E.V 86.L.C 86.E.V 86.P.c	2.0 1.5 1.75 1.3 0.8	telep	0
20831	Hwanghae	dirty	chikkwunha-	chikkwunha-	ch/tʃ i kː w u n h a	Koreanic	2431	2431	1 7 1 6 7 4 3 7	AXBCYMBZ	TIKWYNHA	25	25.T.C 25.I.V 25.K.C 25.W.C 25.Y.V 25.N.c 25.H.C 25.A.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	ch/tʃikːwunha	0
20832	NorthernPyongan	dirty	thikkep-	thikkep-	tʰ i kː e p	Koreanic	2431	2431	1 7 1 7 1	AXBYN	TIKEP	66	66.T.C 66.I.V 66.K.C 66.E.V 66.P.c	2.0 1.5 1.75 1.3 0.8	tʰikːep	0
20833	Even	dirty	ńaŋsa-mnan	ńaŋsa-mnan	ń/n a ŋ s a + m n a n	Tungusic	2432	2432	4 7 4 3 7 9 4 4 7 4	AXMBZ_ACYN	NANSA_MNAN	16	16.N.C 16.A.V 16.N.c 16.S.C 16.A.V 16._._ 16.M.C 16.N.C 16.A.V 16.N.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.3 0.8	ń/naŋsa+mnan	0
20834	Manchu	dirty	laŋsə	laŋsə	l a ŋ s ə	Tungusic	2432	2432	5 7 4 3 7	AXMBZ	LANSE	48	48.L.C 48.A.V 48.N.c 48.S.C 48.E.V	2.0 1.5 1.1 1.75 0.8	laŋsə	0
